(1,11.71875)
(2,17.96875)
(3,3.125)
(4,21.09375)
(5,10.15625)
(6,8.59375)
(7,3.90625)
(8,2.34375)
(9,2.34375)
(10,3.90625)
(11,3.90625)
(12,8.59375)
(13,6.25)
(14,7.8125)
(15,3.90625)
(16,19.53125)
(17,19.53125)
(18,18.75)
(19,21.875)
(20,2.34375)
(21,3.125)
(22,4.6875)
(23,3.90625)
(24,3.90625)
(25,5.46875)
(26,4.6875)
(27,21.09375)
(28,19.53125)
(29,20.3125)
(30,20.3125)
(31,20.3125)
(32,19.53125)
(33,21.09375)
(34,18.75)
(35,19.53125)
(36,17.96875)
(37,17.1875)
(38,14.84375)
(39,14.0625)
(40,14.84375)
(41,1.5625)
(42,0.0)
(43,0.0)
(44,0.0)
(45,0.0)
(46,0.0)
(47,17.1875)
(48,18.75)
(49,18.75)
(50,14.84375)
(51,0.0)
(52,15.625)
(53,0.78125)
(54,13.28125)
(55,2.34375)
(56,12.5)
(57,9.375)
(58,11.71875)
(59,13.28125)
(60,20.3125)
(61,11.71875)
(62,8.59375)
(63,19.53125)
(64,19.53125)
(65,9.375)
(66,14.84375)
(67,11.71875)
(68,20.3125)
(69,14.84375)
(70,19.53125)
(71,19.53125)
(72,16.40625)
(73,20.3125)
(74,22.65625)
(75,8.59375)
(76,24.21875)
(77,14.0625)
(78,22.65625)
(79,14.0625)
(80,14.84375)
(81,24.21875)
(82,17.1875)
(83,12.5)
(84,28.125)
(85,10.15625)
(86,0.78125)
(87,8.59375)
(88,10.9375)
(89,12.5)
(90,14.84375)
(91,13.28125)
(92,10.9375)
(93,11.71875)
(94,8.59375)
(95,14.84375)
(96,16.40625)
(97,15.625)
(98,16.40625)
(99,1.5625)
(100,14.0625)
(101,6.25)
(102,6.25)
(103,10.15625)
(104,12.5)
(105,12.5)
(106,16.40625)
(107,10.9375)
(108,10.15625)
(109,3.125)
(110,6.25)
(111,4.6875)
(112,30.46875)
(113,47.65625)
(114,35.15625)
(115,46.09375)
(116,35.9375)
(117,36.71875)
(118,35.9375)
(119,35.9375)
(120,38.28125)
(121,39.0625)
(122,39.0625)
(123,39.84375)
(124,40.625)
(125,39.84375)
(126,40.625)
(127,40.625)
(128,39.84375)
(129,39.84375)
(130,40.625)
(131,40.625)
(132,40.625)
(133,39.84375)
(134,40.625)
(135,39.0625)
(136,40.625)
(137,40.625)
(138,40.625)
(139,40.625)
(140,39.84375)
(141,41.40625)
(142,41.40625)
(143,38.28125)
(144,39.0625)
(145,39.0625)
(146,34.375)
(147,37.5)
(148,32.03125)
(149,32.03125)
(150,30.46875)
(151,32.8125)
(152,32.03125)
(153,32.03125)
(154,32.8125)
(155,34.375)
(156,34.375)
(157,33.59375)
(158,32.03125)
(159,32.8125)
(160,32.03125)
(161,34.375)
(162,32.03125)
(163,31.25)
(164,31.25)
(165,34.375)
(166,31.25)
(167,35.15625)
(168,33.59375)
(169,32.03125)
(170,32.03125)
(171,32.8125)
(172,31.25)
(173,30.46875)
(174,28.90625)
(175,29.6875)
(176,28.125)
(177,27.34375)
(178,31.25)
(179,29.6875)
(180,36.71875)
(181,28.125)
(182,40.625)
(183,33.59375)
(184,36.71875)
(185,12.5)
(186,41.40625)
(187,40.625)
(188,32.8125)
(189,34.375)
(190,35.15625)
(191,34.375)
(192,28.90625)
(193,34.375)
(194,26.5625)
(195,27.34375)
(196,25.78125)
(197,27.34375)
(198,27.34375)
(199,28.125)
(200,28.125)
(201,30.46875)
(202,30.46875)
(203,31.25)
(204,29.6875)
(205,32.8125)
(206,29.6875)
(207,51.5625)
(208,16.40625)
(209,26.5625)
(210,44.53125)
(211,28.125)
(212,31.25)
(213,27.34375)
(214,46.09375)
(215,45.3125)
(216,31.25)
(217,28.90625)
(218,20.3125)
(219,31.25)
(220,31.25)
(221,31.25)
(222,29.6875)
(223,32.03125)
(224,26.5625)
(225,25.78125)
(226,26.5625)
(227,25.0)
(228,28.125)
(229,27.34375)
(230,35.15625)
(231,35.15625)
(232,45.3125)
(233,33.59375)
(234,34.375)
(235,34.375)
(236,34.375)
(237,34.375)
(238,32.03125)
(239,28.125)
(240,32.03125)
(241,32.03125)
(242,31.25)
(243,32.03125)
(244,21.875)
(245,33.59375)
(246,22.65625)
(247,34.375)
(248,34.375)
(249,34.375)
(250,34.375)
(251,35.15625)
(252,34.375)
(253,35.15625)
(254,35.9375)
(255,33.59375)
(256,33.59375)
(257,34.375)
(258,37.5)
(259,33.59375)
(260,38.28125)
(261,35.15625)
(262,35.9375)
(263,35.15625)
(264,28.125)
(265,32.8125)
(266,29.6875)
(267,32.8125)
(268,28.125)
(269,22.65625)
(270,25.78125)
(271,27.34375)
(272,17.1875)
(273,18.75)
(274,17.1875)
(275,19.53125)
(276,14.84375)
(277,25.0)
(278,18.75)
(279,32.8125)
(280,38.28125)
(281,35.15625)
(282,45.3125)
(283,44.53125)
(284,21.09375)
(285,19.53125)
(286,18.75)
(287,21.875)
(288,21.875)
(289,12.5)
(290,14.0625)
(291,14.84375)
(292,26.5625)
(293,25.0)
(294,13.28125)
(295,9.375)
(296,13.28125)
(297,20.3125)
(298,18.75)
(299,16.40625)
(300,11.71875)
(301,23.4375)
(302,15.625)
(303,7.8125)
(304,12.5)
(305,11.71875)
(306,15.625)
(307,14.0625)
(308,18.75)
(309,18.75)
(310,18.75)
(311,17.1875)
(312,15.625)
(313,16.40625)
(314,14.0625)
(315,11.71875)
(316,11.71875)
(317,0.0)
(318,0.0)
(319,0.0)
(320,0.0)
(321,0.0)
(322,0.0)
(323,0.0)
(324,0.0)
(325,0.0)
(326,0.0)
(327,0.0)
(328,0.0)
(329,0.0)
(330,0.0)
(331,0.0)
(332,0.0)
(333,0.0)
(334,0.0)
(335,0.0)
(336,1.5625)
(337,2.34375)
(338,3.125)
(339,0.0)
(340,0.0)
(341,3.125)
(342,0.0)
(343,0.78125)
(344,2.34375)
(345,2.34375)
(346,1.5625)
(347,2.34375)
(348,0.0)
(349,0.0)
(350,0.0)
(351,0.0)
(352,1.5625)
(353,10.9375)
(354,1.5625)
(355,0.0)
(356,0.0)
(357,3.125)
(358,0.0)
(359,13.28125)
(360,0.0)
(361,0.0)
(362,15.625)
(363,3.125)
(364,14.84375)
(365,16.40625)
(366,17.96875)
(367,4.6875)
(368,17.96875)
(369,2.34375)
(370,17.1875)
(371,4.6875)
(372,5.46875)
(373,7.8125)
(374,0.0)
(375,0.0)
(376,0.0)
(377,0.0)
(378,0.0)
(379,0.0)
(380,0.0)
(381,0.0)
(382,0.0)
(383,0.0)
(384,0.0)
(385,0.0)
(386,0.0)
(387,10.15625)
(388,6.25)
(389,7.03125)
(390,7.03125)
(391,6.25)
(392,0.0)
(393,0.0)
(394,0.0)
(395,6.25)
(396,6.25)
(397,0.0)
(398,0.0)
(399,0.0)
(400,0.0)
(401,0.0)
(402,0.0)
(403,0.0)
(404,19.53125)
(405,15.625)
(406,18.75)
(407,22.65625)
(408,14.0625)
(409,11.71875)
(410,22.65625)
(411,22.65625)
(412,24.21875)
(413,24.21875)
(414,13.28125)
(415,23.4375)
(416,24.21875)
(417,22.65625)
(418,31.25)
(419,19.53125)
(420,27.34375)
(421,29.6875)
(422,30.46875)
(423,28.90625)
(424,29.6875)
(425,26.5625)
(426,28.125)
(427,25.0)
(428,29.6875)
(429,21.875)
(430,29.6875)
(431,31.25)
(432,32.8125)
(433,32.03125)
(434,32.8125)
(435,33.59375)
(436,33.59375)
(437,35.9375)
(438,34.375)
(439,35.15625)
(440,34.375)
(441,35.9375)
(442,33.59375)
(443,35.15625)
(444,35.9375)
(445,35.9375)
(446,32.8125)
(447,33.59375)
(448,33.59375)
(449,32.8125)
(450,34.375)
(451,35.15625)
(452,35.15625)
(453,33.59375)
(454,34.375)
(455,34.375)
(456,34.375)
(457,32.8125)
(458,31.25)
(459,34.375)
(460,31.25)
(461,30.46875)
(462,31.25)
(463,31.25)
(464,31.25)
(465,31.25)
(466,31.25)
(467,31.25)
(468,29.6875)
(469,30.46875)
(470,31.25)
(471,30.46875)
(472,31.25)
(473,30.46875)
(474,29.6875)
(475,15.625)
(476,31.25)
(477,33.59375)
(478,33.59375)
(479,32.03125)
(480,30.46875)
(481,32.03125)
(482,31.25)
(483,32.03125)
(484,34.375)
(485,35.15625)
(486,34.375)
(487,34.375)
(488,33.59375)
(489,32.8125)
(490,31.25)
(491,18.75)
(492,31.25)
(493,30.46875)
(494,30.46875)
(495,30.46875)
(496,29.6875)
(497,31.25)
(498,31.25)
(499,31.25)
(500,31.25)
(501,30.46875)
(502,31.25)
(503,31.25)
(504,32.03125)
(505,32.8125)
(506,33.59375)
(507,34.375)
(508,34.375)
(509,34.375)
(510,34.375)
(511,34.375)
(512,35.15625)
(513,35.15625)
(514,35.15625)
(515,32.03125)
(516,32.8125)
(517,32.8125)
(518,36.71875)
(519,33.59375)
(520,31.25)
(521,28.125)
(522,29.6875)
(523,32.03125)
(524,28.90625)
(525,31.25)
(526,31.25)
(527,32.8125)
(528,28.125)
(529,27.34375)
