(1,100)
(2,11.71875)
(3,17.96875)
(4,16.40625)
(5,21.09375)
(6,10.15625)
(7,8.59375)
(8,3.90625)
(9,2.34375)
(10,2.34375)
(11,3.90625)
(12,3.90625)
(13,8.59375)
(14,6.25)
(15,7.8125)
(16,3.90625)
(17,19.53125)
(18,19.53125)
(19,18.75)
(20,15.625)
(21,2.34375)
(22,3.125)
(23,4.6875)
(24,3.90625)
(25,3.90625)
(26,3.125)
(27,10.9375)
(28,21.09375)
(29,19.53125)
(30,20.3125)
(31,20.3125)
(32,20.3125)
(33,19.53125)
(34,21.09375)
(35,18.75)
(36,19.53125)
(37,17.96875)
(38,17.1875)
(39,14.84375)
(40,14.84375)
(41,14.84375)
(42,3.90625)
(43,0.0)
(44,0.0)
(45,0.0)
(46,0.0)
(47,0.0)
(48,17.1875)
(49,18.75)
(50,18.75)
(51,14.84375)
(52,0.78125)
(53,15.625)
(54,0.78125)
(55,13.28125)
(56,2.34375)
(57,12.5)
(58,8.59375)
(59,11.71875)
(60,14.84375)
(61,17.1875)
(62,17.1875)
(63,8.59375)
(64,19.53125)
(65,19.53125)
(66,14.84375)
(67,8.59375)
(68,11.71875)
(69,20.3125)
(70,14.84375)
(71,19.53125)
(72,19.53125)
(73,16.40625)
(74,20.3125)
(75,22.65625)
(76,10.9375)
(77,24.21875)
(78,14.0625)
(79,4.6875)
(80,24.21875)
(81,15.625)
(82,24.21875)
(83,16.40625)
(84,12.5)
(85,28.125)
(86,10.15625)
(87,0.78125)
(88,9.375)
(89,14.84375)
(90,15.625)
(91,13.28125)
(92,7.03125)
(93,10.9375)
(94,11.71875)
(95,8.59375)
(96,15.625)
(97,15.625)
(98,10.9375)
(99,16.40625)
(100,2.34375)
(101,14.0625)
(102,6.25)
(103,7.03125)
(104,10.15625)
(105,12.5)
(106,12.5)
(107,16.40625)
(108,10.9375)
(109,10.15625)
(110,3.125)
(111,6.25)
(112,2.34375)
(113,30.46875)
(114,47.65625)
(115,35.15625)
(116,46.09375)
(117,35.9375)
(118,36.71875)
(119,35.9375)
(120,35.9375)
(121,38.28125)
(122,39.0625)
(123,39.0625)
(124,39.84375)
(125,40.625)
(126,39.84375)
(127,40.625)
(128,40.625)
(129,39.84375)
(130,39.84375)
(131,40.625)
(132,40.625)
(133,40.625)
(134,39.84375)
(135,40.625)
(136,39.0625)
(137,40.625)
(138,40.625)
(139,40.625)
(140,40.625)
(141,39.84375)
(142,41.40625)
(143,41.40625)
(144,38.28125)
(145,39.0625)
(146,33.59375)
(147,39.84375)
(148,37.5)
(149,32.03125)
(150,32.03125)
(151,31.25)
(152,32.8125)
(153,31.25)
(154,32.03125)
(155,32.8125)
(156,39.84375)
(157,34.375)
(158,33.59375)
(159,32.03125)
(160,32.8125)
(161,32.8125)
(162,34.375)
(163,32.03125)
(164,31.25)
(165,31.25)
(166,34.375)
(167,31.25)
(168,35.15625)
(169,33.59375)
(170,32.03125)
(171,32.03125)
(172,32.8125)
(173,31.25)
(174,30.46875)
(175,28.90625)
(176,29.6875)
(177,28.125)
(178,27.34375)
(179,31.25)
(180,32.8125)
(181,41.40625)
(182,28.90625)
(183,40.625)
(184,33.59375)
(185,36.71875)
(186,12.5)
(187,41.40625)
(188,40.625)
(189,32.8125)
(190,34.375)
(191,35.15625)
(192,34.375)
(193,28.90625)
(194,34.375)
(195,26.5625)
(196,27.34375)
(197,25.78125)
(198,27.34375)
(199,27.34375)
(200,28.125)
(201,27.34375)
(202,31.25)
(203,30.46875)
(204,31.25)
(205,29.6875)
(206,32.8125)
(207,29.6875)
(208,51.5625)
(209,30.46875)
(210,36.71875)
(211,37.5)
